run_id,model,method,budget_N,rho,seed,aligned_accuracy,bias_conflict_accuracy,pairwise_flip_rate,counterfactual_consistency,worst_group_accuracy,train_minutes,gpu_minutes,n80_pass,notes
lenet_erm_N1000_seed0,lenet,erm,1000,0.98,0,0.9976999759674072,0.8993555307388306,0.09938888996839523,0.7167999744415283,0.5622568130493164,1.8999128339191278,1.8999128339191278,True,source=autodl_rtx4090_cuda12_4
lenet_erm_N1000_seed1,lenet,erm,1000,0.98,1,0.9976000189781189,0.8921555280685425,0.10624444484710693,0.6830000281333923,0.592402458190918,1.8371441905697188,1.8371441905697188,False,source=autodl_rtx4090_cuda12_4
lenet_erm_N1000_seed2,lenet,erm,1000,0.98,2,0.9976000189781189,0.9142000079154968,0.0844888910651207,0.7541000247001648,0.6056201457977295,1.6147659932573637,1.6147659932573637,True,source=autodl_rtx4090_cuda12_4
lenet_erm_N1000_seed3,lenet,erm,1000,0.98,3,0.9979000091552734,0.9066888689994812,0.09207777678966522,0.7387999892234802,0.5513566136360168,1.573906490455071,1.573906490455071,True,source=autodl_rtx4090_cuda12_4
lenet_erm_N1000_seed4,lenet,erm,1000,0.98,4,0.9972000122070312,0.8875444531440735,0.11113333702087402,0.6590999960899353,0.42915812134742737,1.8356684265037377,1.8356684265037377,False,source=autodl_rtx4090_cuda12_4
lenet_erm_N250_seed0,lenet,erm,250,0.995,0,0.9980999827384949,0.7453333139419556,0.253944456577301,0.3946000039577484,0.017839444801211357,1.533094519128402,1.533094519128402,False,source=autodl_rtx4090_cuda12_4
lenet_erm_N250_seed1,lenet,erm,250,0.995,1,0.9977999925613403,0.7510111331939697,0.24784444272518158,0.37860000133514404,0.06057494878768921,1.5178850298126538,1.5178850298126538,False,source=autodl_rtx4090_cuda12_4
lenet_erm_N250_seed2,lenet,erm,250,0.995,2,0.9988999962806702,0.7454000115394592,0.2542888820171356,0.3937999904155731,0.1666666716337204,1.6837410867214202,1.6837410867214202,False,source=autodl_rtx4090_cuda12_4
lenet_erm_N250_seed3,lenet,erm,250,0.995,3,0.9991000294685364,0.7339110970497131,0.26582223176956177,0.30709999799728394,0.014866204001009464,0.8348618482549985,0.8348618482549985,False,source=autodl_rtx4090_cuda12_4
lenet_erm_N250_seed4,lenet,erm,250,0.995,4,0.9979000091552734,0.7585333585739136,0.24089999496936798,0.36570000648498535,0.047571852803230286,1.2457232105235259,1.2457232105235259,False,source=autodl_rtx4090_cuda12_4
lenet_erm_N2500_seed0,lenet,erm,2500,0.95,0,0.9965999722480774,0.9381666779518127,0.05973333492875099,0.83160001039505,0.7365471124649048,1.9479803341130415,1.9479803341130415,True,source=autodl_rtx4090_cuda12_4
lenet_erm_N2500_seed1,lenet,erm,2500,0.95,1,0.995199978351593,0.9429888725280762,0.05428889021277428,0.836899995803833,0.6257425546646118,1.4128347483774026,1.4128347483774026,True,source=autodl_rtx4090_cuda12_4
lenet_erm_N2500_seed2,lenet,erm,2500,0.95,2,0.9955999851226807,0.940155565738678,0.05719999969005585,0.833899974822998,0.7362525463104248,1.7165500434736412,1.7165500434736412,True,source=autodl_rtx4090_cuda12_4
lenet_erm_N2500_seed3,lenet,erm,2500,0.95,3,0.9973999857902527,0.9470221996307373,0.05151111260056496,0.8539000153541565,0.768410861492157,1.195694703857104,1.195694703857104,True,source=autodl_rtx4090_cuda12_4
lenet_erm_N2500_seed4,lenet,erm,2500,0.95,4,0.9950000047683716,0.9234333038330078,0.0734444409608841,0.7706999778747559,0.596630334854126,1.4177706060310205,1.4177706060310205,True,source=autodl_rtx4090_cuda12_4
lenet_erm_N50_seed0,lenet,erm,50,0.999,0,0.9991999864578247,0.43682223558425903,0.5629444718360901,0.049800001084804535,0.0,1.805847575267156,1.805847575267156,False,source=autodl_rtx4090_cuda12_4
lenet_erm_N50_seed1,lenet,erm,50,0.999,1,0.9991000294685364,0.33935555815696716,0.6604666709899902,0.01640000008046627,0.0,1.7187095945080122,1.7187095945080122,False,source=autodl_rtx4090_cuda12_4
lenet_erm_N50_seed2,lenet,erm,50,0.999,2,0.9994000196456909,0.3672333359718323,0.6327221989631653,0.006099999882280827,0.0,1.2551053747534753,1.2551053747534753,False,source=autodl_rtx4090_cuda12_4
lenet_erm_N50_seed3,lenet,erm,50,0.999,3,0.9993000030517578,0.3728666603565216,0.6269999742507935,0.010599999688565731,0.0,1.2231580207745234,1.2231580207745234,False,source=autodl_rtx4090_cuda12_4
