run_id,status,model,method,budget_N,seed,data_seed,train_seed,start_time,end_time,device,config_path,checkpoint_path,metrics_path,notes
lenet_groupdro_N1000_seed3,completed,lenet,groupdro,1000,3,3,3,,2026-07-12T01:20:33+02:00,cuda,outputs_final/lenet/groupdro/N1000/seed3/config_resolved.yaml,,outputs_final/lenet/groupdro/N1000/seed3/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N1000_seed4,completed,lenet,groupdro,1000,4,4,4,,2026-07-12T01:22:00+02:00,cuda,outputs_final/lenet/groupdro/N1000/seed4/config_resolved.yaml,,outputs_final/lenet/groupdro/N1000/seed4/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N250_seed0,completed,lenet,groupdro,250,0,0,0,,2026-07-12T00:53:58+02:00,cuda,outputs_final/lenet/groupdro/N250/seed0/config_resolved.yaml,,outputs_final/lenet/groupdro/N250/seed0/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N250_seed1,completed,lenet,groupdro,250,1,1,1,,2026-07-12T00:56:10+02:00,cuda,outputs_final/lenet/groupdro/N250/seed1/config_resolved.yaml,,outputs_final/lenet/groupdro/N250/seed1/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N250_seed2,completed,lenet,groupdro,250,2,2,2,,2026-07-12T00:58:07+02:00,cuda,outputs_final/lenet/groupdro/N250/seed2/config_resolved.yaml,,outputs_final/lenet/groupdro/N250/seed2/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N250_seed3,completed,lenet,groupdro,250,3,3,3,,2026-07-12T01:00:26+02:00,cuda,outputs_final/lenet/groupdro/N250/seed3/config_resolved.yaml,,outputs_final/lenet/groupdro/N250/seed3/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N250_seed4,completed,lenet,groupdro,250,4,4,4,,2026-07-12T01:02:32+02:00,cuda,outputs_final/lenet/groupdro/N250/seed4/config_resolved.yaml,,outputs_final/lenet/groupdro/N250/seed4/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N2500_seed0,completed,lenet,groupdro,2500,0,0,0,,2026-07-12T01:24:00+02:00,cuda,outputs_final/lenet/groupdro/N2500/seed0/config_resolved.yaml,,outputs_final/lenet/groupdro/N2500/seed0/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N2500_seed1,completed,lenet,groupdro,2500,1,1,1,,2026-07-12T01:26:26+02:00,cuda,outputs_final/lenet/groupdro/N2500/seed1/config_resolved.yaml,,outputs_final/lenet/groupdro/N2500/seed1/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N2500_seed2,completed,lenet,groupdro,2500,2,2,2,,2026-07-12T01:28:18+02:00,cuda,outputs_final/lenet/groupdro/N2500/seed2/config_resolved.yaml,,outputs_final/lenet/groupdro/N2500/seed2/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N2500_seed3,completed,lenet,groupdro,2500,3,3,3,,2026-07-12T01:30:28+02:00,cuda,outputs_final/lenet/groupdro/N2500/seed3/config_resolved.yaml,,outputs_final/lenet/groupdro/N2500/seed3/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N2500_seed4,completed,lenet,groupdro,2500,4,4,4,,2026-07-12T01:31:42+02:00,cuda,outputs_final/lenet/groupdro/N2500/seed4/config_resolved.yaml,,outputs_final/lenet/groupdro/N2500/seed4/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N50_seed0,completed,lenet,groupdro,50,0,0,0,,2026-07-12T00:33:24+02:00,cuda,outputs_final/lenet/groupdro/N50/seed0/config_resolved.yaml,,outputs_final/lenet/groupdro/N50/seed0/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N50_seed1,completed,lenet,groupdro,50,1,1,1,,2026-07-12T00:35:16+02:00,cuda,outputs_final/lenet/groupdro/N50/seed1/config_resolved.yaml,,outputs_final/lenet/groupdro/N50/seed1/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N50_seed2,completed,lenet,groupdro,50,2,2,2,,2026-07-12T00:37:26+02:00,cuda,outputs_final/lenet/groupdro/N50/seed2/config_resolved.yaml,,outputs_final/lenet/groupdro/N50/seed2/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N50_seed3,completed,lenet,groupdro,50,3,3,3,,2026-07-12T00:39:33+02:00,cuda,outputs_final/lenet/groupdro/N50/seed3/config_resolved.yaml,,outputs_final/lenet/groupdro/N50/seed3/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N50_seed4,completed,lenet,groupdro,50,4,4,4,,2026-07-12T00:41:39+02:00,cuda,outputs_final/lenet/groupdro/N50/seed4/config_resolved.yaml,,outputs_final/lenet/groupdro/N50/seed4/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N500_seed0,completed,lenet,groupdro,500,0,0,0,,2026-07-12T01:04:43+02:00,cuda,outputs_final/lenet/groupdro/N500/seed0/config_resolved.yaml,,outputs_final/lenet/groupdro/N500/seed0/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N500_seed1,completed,lenet,groupdro,500,1,1,1,,2026-07-12T01:06:38+02:00,cuda,outputs_final/lenet/groupdro/N500/seed1/config_resolved.yaml,,outputs_final/lenet/groupdro/N500/seed1/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N500_seed2,completed,lenet,groupdro,500,2,2,2,,2026-07-12T01:08:08+02:00,cuda,outputs_final/lenet/groupdro/N500/seed2/config_resolved.yaml,,outputs_final/lenet/groupdro/N500/seed2/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N500_seed3,completed,lenet,groupdro,500,3,3,3,,2026-07-12T01:10:17+02:00,cuda,outputs_final/lenet/groupdro/N500/seed3/config_resolved.yaml,,outputs_final/lenet/groupdro/N500/seed3/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N500_seed4,completed,lenet,groupdro,500,4,4,4,,2026-07-12T01:12:07+02:00,cuda,outputs_final/lenet/groupdro/N500/seed4/config_resolved.yaml,,outputs_final/lenet/groupdro/N500/seed4/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N5000_seed0,completed,lenet,groupdro,5000,0,0,0,,2026-07-12T01:33:23+02:00,cuda,outputs_final/lenet/groupdro/N5000/seed0/config_resolved.yaml,,outputs_final/lenet/groupdro/N5000/seed0/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N5000_seed1,completed,lenet,groupdro,5000,1,1,1,,2026-07-12T01:35:36+02:00,cuda,outputs_final/lenet/groupdro/N5000/seed1/config_resolved.yaml,,outputs_final/lenet/groupdro/N5000/seed1/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N5000_seed2,completed,lenet,groupdro,5000,2,2,2,,2026-07-12T01:37:40+02:00,cuda,outputs_final/lenet/groupdro/N5000/seed2/config_resolved.yaml,,outputs_final/lenet/groupdro/N5000/seed2/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N5000_seed3,completed,lenet,groupdro,5000,3,3,3,,2026-07-12T01:39:56+02:00,cuda,outputs_final/lenet/groupdro/N5000/seed3/config_resolved.yaml,,outputs_final/lenet/groupdro/N5000/seed3/metrics.json,source=autodl_rtx4090_cuda12_4
lenet_groupdro_N5000_seed4,completed,lenet,groupdro,5000,4,4,4,,2026-07-12T01:42:23+02:00,cuda,outputs_final/lenet/groupdro/N5000/seed4/config_resolved.yaml,,outputs_final/lenet/groupdro/N5000/seed4/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N100_seed0,completed,resnet18_mnist,dfr,100,0,0,0,,2026-07-12T05:14:37+02:00,cuda,outputs_final/resnet18_mnist/dfr/N100/seed0/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N100/seed0/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N100_seed1,completed,resnet18_mnist,dfr,100,1,1,1,,2026-07-12T05:14:46+02:00,cuda,outputs_final/resnet18_mnist/dfr/N100/seed1/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N100/seed1/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N100_seed2,completed,resnet18_mnist,dfr,100,2,2,2,,2026-07-12T05:14:54+02:00,cuda,outputs_final/resnet18_mnist/dfr/N100/seed2/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N100/seed2/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N100_seed3,completed,resnet18_mnist,dfr,100,3,3,3,,2026-07-12T05:15:03+02:00,cuda,outputs_final/resnet18_mnist/dfr/N100/seed3/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N100/seed3/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N100_seed4,completed,resnet18_mnist,dfr,100,4,4,4,,2026-07-12T05:15:11+02:00,cuda,outputs_final/resnet18_mnist/dfr/N100/seed4/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N100/seed4/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N1000_seed0,completed,resnet18_mnist,dfr,1000,0,0,0,,2026-07-12T05:16:55+02:00,cuda,outputs_final/resnet18_mnist/dfr/N1000/seed0/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N1000/seed0/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N1000_seed1,completed,resnet18_mnist,dfr,1000,1,1,1,,2026-07-12T05:17:06+02:00,cuda,outputs_final/resnet18_mnist/dfr/N1000/seed1/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N1000/seed1/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N1000_seed2,completed,resnet18_mnist,dfr,1000,2,2,2,,2026-07-12T05:17:18+02:00,cuda,outputs_final/resnet18_mnist/dfr/N1000/seed2/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N1000/seed2/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N1000_seed3,completed,resnet18_mnist,dfr,1000,3,3,3,,2026-07-12T05:17:30+02:00,cuda,outputs_final/resnet18_mnist/dfr/N1000/seed3/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N1000/seed3/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N1000_seed4,completed,resnet18_mnist,dfr,1000,4,4,4,,2026-07-12T05:17:42+02:00,cuda,outputs_final/resnet18_mnist/dfr/N1000/seed4/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N1000/seed4/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N250_seed0,completed,resnet18_mnist,dfr,250,0,0,0,,2026-07-12T05:15:20+02:00,cuda,outputs_final/resnet18_mnist/dfr/N250/seed0/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N250/seed0/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N250_seed1,completed,resnet18_mnist,dfr,250,1,1,1,,2026-07-12T05:15:29+02:00,cuda,outputs_final/resnet18_mnist/dfr/N250/seed1/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N250/seed1/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N250_seed2,completed,resnet18_mnist,dfr,250,2,2,2,,2026-07-12T05:15:38+02:00,cuda,outputs_final/resnet18_mnist/dfr/N250/seed2/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N250/seed2/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N250_seed3,completed,resnet18_mnist,dfr,250,3,3,3,,2026-07-12T05:15:47+02:00,cuda,outputs_final/resnet18_mnist/dfr/N250/seed3/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N250/seed3/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N250_seed4,completed,resnet18_mnist,dfr,250,4,4,4,,2026-07-12T05:15:57+02:00,cuda,outputs_final/resnet18_mnist/dfr/N250/seed4/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N250/seed4/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N2500_seed0,completed,resnet18_mnist,dfr,2500,0,0,0,,2026-07-12T05:17:56+02:00,cuda,outputs_final/resnet18_mnist/dfr/N2500/seed0/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N2500/seed0/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N2500_seed1,completed,resnet18_mnist,dfr,2500,1,1,1,,2026-07-12T05:18:08+02:00,cuda,outputs_final/resnet18_mnist/dfr/N2500/seed1/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N2500/seed1/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N2500_seed2,completed,resnet18_mnist,dfr,2500,2,2,2,,2026-07-12T05:18:23+02:00,cuda,outputs_final/resnet18_mnist/dfr/N2500/seed2/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N2500/seed2/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N2500_seed3,completed,resnet18_mnist,dfr,2500,3,3,3,,2026-07-12T05:18:37+02:00,cuda,outputs_final/resnet18_mnist/dfr/N2500/seed3/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N2500/seed3/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N2500_seed4,completed,resnet18_mnist,dfr,2500,4,4,4,,2026-07-12T05:18:50+02:00,cuda,outputs_final/resnet18_mnist/dfr/N2500/seed4/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N2500/seed4/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N50_seed0,completed,resnet18_mnist,dfr,50,0,0,0,,2026-07-12T05:13:52+02:00,cuda,outputs_final/resnet18_mnist/dfr/N50/seed0/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N50/seed0/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N50_seed1,completed,resnet18_mnist,dfr,50,1,1,1,,2026-07-12T05:14:01+02:00,cuda,outputs_final/resnet18_mnist/dfr/N50/seed1/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N50/seed1/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N50_seed2,completed,resnet18_mnist,dfr,50,2,2,2,,2026-07-12T05:14:11+02:00,cuda,outputs_final/resnet18_mnist/dfr/N50/seed2/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N50/seed2/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N50_seed3,completed,resnet18_mnist,dfr,50,3,3,3,,2026-07-12T05:14:19+02:00,cuda,outputs_final/resnet18_mnist/dfr/N50/seed3/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N50/seed3/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N50_seed4,completed,resnet18_mnist,dfr,50,4,4,4,,2026-07-12T05:14:29+02:00,cuda,outputs_final/resnet18_mnist/dfr/N50/seed4/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N50/seed4/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N500_seed0,completed,resnet18_mnist,dfr,500,0,0,0,,2026-07-12T05:16:07+02:00,cuda,outputs_final/resnet18_mnist/dfr/N500/seed0/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N500/seed0/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N500_seed1,completed,resnet18_mnist,dfr,500,1,1,1,,2026-07-12T05:16:16+02:00,cuda,outputs_final/resnet18_mnist/dfr/N500/seed1/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N500/seed1/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N500_seed2,completed,resnet18_mnist,dfr,500,2,2,2,,2026-07-12T05:16:25+02:00,cuda,outputs_final/resnet18_mnist/dfr/N500/seed2/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N500/seed2/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N500_seed3,completed,resnet18_mnist,dfr,500,3,3,3,,2026-07-12T05:16:34+02:00,cuda,outputs_final/resnet18_mnist/dfr/N500/seed3/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N500/seed3/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N500_seed4,completed,resnet18_mnist,dfr,500,4,4,4,,2026-07-12T05:16:43+02:00,cuda,outputs_final/resnet18_mnist/dfr/N500/seed4/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N500/seed4/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N5000_seed0,completed,resnet18_mnist,dfr,5000,0,0,0,,2026-07-12T05:19:05+02:00,cuda,outputs_final/resnet18_mnist/dfr/N5000/seed0/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N5000/seed0/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N5000_seed1,completed,resnet18_mnist,dfr,5000,1,1,1,,2026-07-12T05:19:20+02:00,cuda,outputs_final/resnet18_mnist/dfr/N5000/seed1/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N5000/seed1/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N5000_seed2,completed,resnet18_mnist,dfr,5000,2,2,2,,2026-07-12T05:19:40+02:00,cuda,outputs_final/resnet18_mnist/dfr/N5000/seed2/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N5000/seed2/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N5000_seed3,completed,resnet18_mnist,dfr,5000,3,3,3,,2026-07-12T05:19:57+02:00,cuda,outputs_final/resnet18_mnist/dfr/N5000/seed3/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N5000/seed3/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_dfr_N5000_seed4,completed,resnet18_mnist,dfr,5000,4,4,4,,2026-07-12T05:20:12+02:00,cuda,outputs_final/resnet18_mnist/dfr/N5000/seed4/config_resolved.yaml,,outputs_final/resnet18_mnist/dfr/N5000/seed4/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N0_seed0,completed,resnet18_mnist,erm,0,0,0,0,,2026-07-11T23:13:32+02:00,cuda,outputs_final/resnet18_mnist/erm/N0/seed0/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N0/seed0/checkpoint.pt,outputs_final/resnet18_mnist/erm/N0/seed0/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N0_seed1,completed,resnet18_mnist,erm,0,1,1,1,,2026-07-12T01:49:39+02:00,cuda,outputs_final/resnet18_mnist/erm/N0/seed1/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N0/seed1/checkpoint.pt,outputs_final/resnet18_mnist/erm/N0/seed1/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N0_seed2,completed,resnet18_mnist,erm,0,2,2,2,,2026-07-12T01:52:09+02:00,cuda,outputs_final/resnet18_mnist/erm/N0/seed2/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N0/seed2/checkpoint.pt,outputs_final/resnet18_mnist/erm/N0/seed2/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N0_seed3,completed,resnet18_mnist,erm,0,3,3,3,,2026-07-12T01:54:43+02:00,cuda,outputs_final/resnet18_mnist/erm/N0/seed3/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N0/seed3/checkpoint.pt,outputs_final/resnet18_mnist/erm/N0/seed3/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N0_seed4,completed,resnet18_mnist,erm,0,4,4,4,,2026-07-12T01:57:17+02:00,cuda,outputs_final/resnet18_mnist/erm/N0/seed4/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N0/seed4/checkpoint.pt,outputs_final/resnet18_mnist/erm/N0/seed4/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N100_seed0,completed,resnet18_mnist,erm,100,0,0,0,,2026-07-12T02:12:39+02:00,cuda,outputs_final/resnet18_mnist/erm/N100/seed0/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N100/seed0/checkpoint.pt,outputs_final/resnet18_mnist/erm/N100/seed0/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N100_seed1,completed,resnet18_mnist,erm,100,1,1,1,,2026-07-12T02:15:06+02:00,cuda,outputs_final/resnet18_mnist/erm/N100/seed1/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N100/seed1/checkpoint.pt,outputs_final/resnet18_mnist/erm/N100/seed1/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N100_seed2,completed,resnet18_mnist,erm,100,2,2,2,,2026-07-12T02:17:36+02:00,cuda,outputs_final/resnet18_mnist/erm/N100/seed2/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N100/seed2/checkpoint.pt,outputs_final/resnet18_mnist/erm/N100/seed2/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N100_seed3,completed,resnet18_mnist,erm,100,3,3,3,,2026-07-12T02:20:10+02:00,cuda,outputs_final/resnet18_mnist/erm/N100/seed3/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N100/seed3/checkpoint.pt,outputs_final/resnet18_mnist/erm/N100/seed3/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N100_seed4,completed,resnet18_mnist,erm,100,4,4,4,,2026-07-12T02:22:27+02:00,cuda,outputs_final/resnet18_mnist/erm/N100/seed4/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N100/seed4/checkpoint.pt,outputs_final/resnet18_mnist/erm/N100/seed4/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N1000_seed0,completed,resnet18_mnist,erm,1000,0,0,0,,2026-07-12T02:49:11+02:00,cuda,outputs_final/resnet18_mnist/erm/N1000/seed0/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N1000/seed0/checkpoint.pt,outputs_final/resnet18_mnist/erm/N1000/seed0/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N1000_seed1,completed,resnet18_mnist,erm,1000,1,1,1,,2026-07-12T02:51:33+02:00,cuda,outputs_final/resnet18_mnist/erm/N1000/seed1/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N1000/seed1/checkpoint.pt,outputs_final/resnet18_mnist/erm/N1000/seed1/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N1000_seed2,completed,resnet18_mnist,erm,1000,2,2,2,,2026-07-12T02:54:11+02:00,cuda,outputs_final/resnet18_mnist/erm/N1000/seed2/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N1000/seed2/checkpoint.pt,outputs_final/resnet18_mnist/erm/N1000/seed2/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N1000_seed3,completed,resnet18_mnist,erm,1000,3,3,3,,2026-07-12T02:56:58+02:00,cuda,outputs_final/resnet18_mnist/erm/N1000/seed3/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N1000/seed3/checkpoint.pt,outputs_final/resnet18_mnist/erm/N1000/seed3/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N1000_seed4,completed,resnet18_mnist,erm,1000,4,4,4,,2026-07-12T02:59:19+02:00,cuda,outputs_final/resnet18_mnist/erm/N1000/seed4/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N1000/seed4/checkpoint.pt,outputs_final/resnet18_mnist/erm/N1000/seed4/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N250_seed0,completed,resnet18_mnist,erm,250,0,0,0,,2026-07-12T02:24:47+02:00,cuda,outputs_final/resnet18_mnist/erm/N250/seed0/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N250/seed0/checkpoint.pt,outputs_final/resnet18_mnist/erm/N250/seed0/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N250_seed1,completed,resnet18_mnist,erm,250,1,1,1,,2026-07-12T02:27:10+02:00,cuda,outputs_final/resnet18_mnist/erm/N250/seed1/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N250/seed1/checkpoint.pt,outputs_final/resnet18_mnist/erm/N250/seed1/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N250_seed2,completed,resnet18_mnist,erm,250,2,2,2,,2026-07-12T02:29:31+02:00,cuda,outputs_final/resnet18_mnist/erm/N250/seed2/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N250/seed2/checkpoint.pt,outputs_final/resnet18_mnist/erm/N250/seed2/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N250_seed3,completed,resnet18_mnist,erm,250,3,3,3,,2026-07-12T02:31:49+02:00,cuda,outputs_final/resnet18_mnist/erm/N250/seed3/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N250/seed3/checkpoint.pt,outputs_final/resnet18_mnist/erm/N250/seed3/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N250_seed4,completed,resnet18_mnist,erm,250,4,4,4,,2026-07-12T02:34:33+02:00,cuda,outputs_final/resnet18_mnist/erm/N250/seed4/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N250/seed4/checkpoint.pt,outputs_final/resnet18_mnist/erm/N250/seed4/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N2500_seed0,completed,resnet18_mnist,erm,2500,0,0,0,,2026-07-12T03:01:02+02:00,cuda,outputs_final/resnet18_mnist/erm/N2500/seed0/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N2500/seed0/checkpoint.pt,outputs_final/resnet18_mnist/erm/N2500/seed0/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N2500_seed1,completed,resnet18_mnist,erm,2500,1,1,1,,2026-07-12T03:03:29+02:00,cuda,outputs_final/resnet18_mnist/erm/N2500/seed1/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N2500/seed1/checkpoint.pt,outputs_final/resnet18_mnist/erm/N2500/seed1/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N2500_seed2,completed,resnet18_mnist,erm,2500,2,2,2,,2026-07-12T03:06:05+02:00,cuda,outputs_final/resnet18_mnist/erm/N2500/seed2/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N2500/seed2/checkpoint.pt,outputs_final/resnet18_mnist/erm/N2500/seed2/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N2500_seed3,completed,resnet18_mnist,erm,2500,3,3,3,,2026-07-12T03:08:16+02:00,cuda,outputs_final/resnet18_mnist/erm/N2500/seed3/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N2500/seed3/checkpoint.pt,outputs_final/resnet18_mnist/erm/N2500/seed3/metrics.json,source=autodl_rtx4090_cuda12_4
resnet18_mnist_erm_N2500_seed4,completed,resnet18_mnist,erm,2500,4,4,4,,2026-07-12T03:10:33+02:00,cuda,outputs_final/resnet18_mnist/erm/N2500/seed4/config_resolved.yaml,outputs_final/resnet18_mnist/erm/N2500/seed4/checkpoint.pt,outputs_final/resnet18_mnist/erm/N2500/seed4/metrics.json,source=autodl_rtx4090_cuda12_4
